Student_ID,Previous_Semester_GPA,No_of_Backlogs,Cumulative_GPA,T1_Marks,T2_Marks,T3_Marks,Attendance_Percentage,TA_Marks,Adherence_to_Deadlines,Total_Score,Final_Grade
S11090,5.86,0,5.52,17,14,26,78,20,5,77,B+
S11091,8.89,0,7.62,12,17,27,86,21,5,77,B+
S11092,5.24,0,6.72,14,19,25,86,21,4,79,B+
S11093,5.92,1,6.22,13,15,22,80,16,3,66,B
S11094,7.13,0,7.04,17,18,29,79,18,4,82,B+
S11095,6.15,0,6.78,15,12,26,76,23,5,76,B+
S11096,6.61,0,5.69,17,13,28,79,22,5,80,B+
S11097,5.56,0,8.19,14,14,29,73,20,4,77,B+
S11098,6.02,0,7.38,14,17,23,93,20,3,74,B
S11099,6.23,0,6.57,16,17,26,85,19,3,78,B+
S11100,6.69,1,7.2,15,15,26,64,18,4,74,B
S11101,6.15,0,5.14,10,16,29,56,16,4,71,B
S11102,5.47,0,6.41,14,13,27,97,20,3,74,B
S11103,8.35,0,7.14,16,16,26,82,18,4,76,B+
S11104,7.24,0,8.01,16,14,27,68,20,5,77,B+
S11105,6.56,0,7.25,13,16,26,95,23,5,78,B+
S11106,5.24,0,7.04,13,17,29,92,22,4,81,B+
S11107,6.41,1,8.98,14,11,27,82,21,4,73,B
S11108,6.89,2,6.96,11,12,19,85,22,4,64,C+
S11109,5.09,0,8.88,13,18,29,80,13,3,73,B
S11110,8.12,0,7.6,16,16,22,79,19,4,73,B
S11111,6.29,0,5.3,18,16,33,72,19,3,86,A
S11112,7.84,0,7.29,15,10,26,92,23,4,74,B
S11113,7.77,0,5.7,15,13,28,90,21,4,77,B+
S11114,5.22,0,7.67,17,16,30,77,24,5,87,A
S11115,7.32,1,7.45,13,15,26,61,18,4,72,B
S11116,4.62,1,6.42,10,12,26,69,16,4,64,C+
S11117,6.47,1,6.43,14,14,24,89,17,3,69,B
S11118,7.61,0,7.86,12,14,31,80,21,4,78,B+
S11119,5.35,0,7.05,16,18,24,71,17,3,75,B+
S11120,6.87,0,6.66,16,15,21,85,22,4,74,B
S11121,7.59,0,6.17,14,15,28,90,23,4,80,B+
S11122,5.17,0,5.31,13,15,26,86,21,4,75,B+
S11123,7.71,0,7.99,13,15,29,92,19,3,76,B+
S11124,5.37,0,6.21,16,14,28,81,15,3,73,B
S11125,7.41,0,7.95,11,17,26,93,23,4,77,B+
S11126,6.23,0,7.23,14,16,26,82,17,3,73,B
S11127,7.51,0,5.31,17,16,28,61,14,3,75,B+
S11128,6.18,0,7.97,16,16,30,86,22,5,84,B+
S11129,5.53,0,7.82,15,13,30,74,21,3,79,B+
S11130,7.09,0,5.21,17,19,25,85,17,3,78,B+
S11131,5.7,0,6.37,14,12,28,66,16,4,70,B
S11132,5.9,1,7.57,13,14,28,76,15,3,70,B
S11133,5.5,0,8.45,12,15,28,71,19,4,74,B
S11134,7.3,1,5.5,12,16,27,72,16,3,71,B
S11135,4.64,0,7.62,17,18,25,89,24,4,84,B+
S11136,6.1,0,4.94,13,10,27,79,17,2,67,B
S11137,7.09,0,7.0,15,15,26,73,21,4,77,B+
S11138,4.53,1,6.0,17,11,23,94,18,1,69,B
S11139,8.15,0,6.79,16,14,30,83,18,3,78,B+
S11140,7.49,0,6.22,14,14,25,95,24,5,77,B+
S11141,4.74,1,5.94,15,12,18,77,16,3,61,C+
S11142,8.24,0,8.62,16,15,28,80,20,4,79,B+
S11143,6.36,0,6.0,20,16,27,86,22,4,85,A
S11144,6.75,0,7.88,17,13,30,79,22,4,82,B+
S11145,6.67,2,7.06,13,12,21,78,16,3,62,C+
S11146,7.11,0,5.25,14,15,23,96,25,4,77,B+
S11147,5.78,2,6.46,10,11,28,82,23,5,72,B
S11148,5.83,0,7.26,15,13,21,63,20,5,69,B
S11149,7.06,0,8.07,17,18,28,66,19,5,82,B+
S11150,5.13,0,8.43,16,17,29,79,20,4,82,B+
S11151,5.46,0,8.39,13,12,29,63,19,4,73,B
S11152,6.08,1,6.17,17,13,27,78,19,4,76,B+
S11153,7.76,1,5.67,17,14,26,84,19,4,76,B+
S11154,6.95,0,7.62,16,18,30,77,18,3,82,B+
S11155,4.98,0,8.81,15,12,32,83,20,4,79,B+
S11156,6.64,0,7.28,15,18,28,85,24,5,85,A
S11157,7.37,0,4.68,11,12,21,71,17,4,61,C+
S11158,4.8,0,8.38,14,14,30,67,17,4,75,B+
S11159,6.8,0,6.95,19,17,26,73,19,4,81,B+
S11160,5.54,0,8.15,13,14,27,83,19,3,73,B
S11161,6.28,2,6.44,9,11,20,78,21,3,61,C+
S11162,6.69,2,7.67,10,14,27,82,21,4,72,B
S11163,5.88,1,6.65,17,13,27,76,15,2,72,B
S11164,5.57,0,8.01,16,14,26,83,22,5,78,B+
S11165,5.99,1,4.73,14,11,30,68,20,4,75,B+
S11166,5.58,2,7.59,12,9,22,81,20,3,63,C+
S11167,8.47,0,4.89,15,13,28,65,17,3,73,B
S11168,6.84,0,6.81,14,11,28,76,20,3,73,B
S11169,7.3,0,6.12,16,10,28,75,23,5,77,B+
S11170,6.61,0,6.9,13,13,25,100,23,4,74,B
S11171,6.46,1,8.56,14,14,30,80,21,5,79,B+
S11172,8.24,1,5.8,11,12,25,69,17,4,65,B
S11173,8.79,0,5.46,15,17,27,95,22,4,81,B+
S11174,9.04,0,7.2,17,16,32,92,22,4,87,A
S11175,7.98,1,5.64,14,15,28,81,17,3,74,B
S11176,7.62,2,6.08,15,12,26,91,20,4,73,B
S11177,5.8,0,9.07,14,13,24,79,18,3,69,B
S11178,6.4,0,6.84,17,16,32,96,24,5,89,A
S11179,6.56,1,6.81,16,14,28,81,19,4,77,B+
S11180,5.59,0,9.03,14,14,28,98,24,5,80,B+
S11181,7.02,0,5.71,16,12,26,85,17,3,71,B
S11182,5.12,0,6.4,18,12,23,91,19,3,72,B
S11183,6.53,0,6.46,14,14,26,84,22,4,76,B+
S11184,5.51,0,6.64,13,14,33,75,15,3,75,B+
S11185,4.74,0,5.18,17,16,30,92,19,2,82,B+
S11186,5.54,1,6.0,14,14,24,69,21,5,73,B
S11187,7.01,0,6.53,11,17,26,86,23,4,77,B+
S11188,5.56,0,8.25,11,14,24,78,16,2,65,B
S11189,8.92,0,7.81,16,13,23,96,15,2,67,B
S11190,7.29,2,7.91,9,6,22,77,19,2,56,C+
S11191,7.5,2,6.31,10,15,20,82,20,4,65,B
S11192,8.19,0,6.68,18,14,29,69,21,4,82,B+
S11193,5.29,2,7.07,12,14,24,78,20,4,70,B
S11194,5.96,0,6.09,18,14,26,90,18,2,76,B+
S11195,7.39,0,7.18,13,17,24,77,23,5,77,B+
S11196,7.12,0,7.71,13,14,21,81,19,4,67,B
S11197,5.77,0,6.2,14,15,27,85,21,4,77,B+
S11198,7.6,1,6.5,12,13,24,85,20,3,69,B
S11199,5.34,0,5.74,15,16,31,97,21,4,83,B+
S11200,6.93,0,6.48,16,12,27,85,20,3,75,B+
S11201,7.02,0,7.44,14,18,22,68,14,3,68,B
S11202,7.86,0,4.55,16,15,31,82,20,4,82,B+
S11203,6.79,0,6.24,11,13,21,98,22,4,67,B
S11204,6.4,1,9.92,13,12,28,95,25,4,78,B+
S11205,7.23,0,6.41,16,16,28,82,21,5,81,B+
S11206,6.74,0,7.25,14,17,33,91,21,5,85,A
S11207,5.3,0,4.7,15,16,25,90,21,4,77,B+
S11208,6.77,0,6.89,14,15,29,62,13,3,71,B
S11209,5.08,0,8.04,17,12,24,73,15,2,68,B
S11210,6.45,1,6.71,14,14,30,55,13,2,71,B
S11211,8.59,1,8.48,12,14,27,78,21,4,74,B
S11212,4.35,0,7.94,14,14,33,72,17,4,78,B+
S11213,6.42,3,6.41,13,9,24,79,19,4,65,B
S11214,7.4,0,6.95,15,17,25,76,20,3,77,B+
S11215,7.87,0,5.7,19,15,27,73,20,4,81,B+
S11216,8.28,0,7.2,12,19,20,79,18,3,69,B
S11217,4.85,0,5.93,14,17,21,89,18,3,70,B
S11218,6.23,0,7.21,16,15,29,66,19,5,79,B+
S11219,6.31,1,5.86,15,13,29,83,18,3,75,B+
S11220,5.52,0,6.09,14,16,27,90,20,4,77,B+
S11221,6.43,1,7.79,16,13,24,77,19,4,72,B
S11222,5.71,0,7.37,15,18,24,67,19,4,76,B+
S11223,4.88,0,6.16,17,16,22,85,22,4,77,B+
S11224,6.94,0,7.66,17,15,26,82,20,5,78,B+
S11225,4.2,0,6.7,16,15,28,76,20,5,79,B+
S11226,6.32,0,7.38,13,14,28,76,16,2,71,B
S11227,8.42,0,7.89,12,16,24,89,18,3,70,B
S11228,6.8,0,5.9,18,19,25,96,18,2,80,B+
S11229,7.06,0,6.21,15,15,27,91,18,3,75,B+
S11230,7.28,0,6.54,17,14,30,86,22,4,83,B+
S11231,6.79,0,6.71,17,15,23,83,22,5,77,B+
S11232,8.89,0,5.81,13,16,25,75,12,2,66,B
S11233,6.15,1,6.48,19,12,26,91,21,3,78,B+
S11234,4.89,1,6.12,13,14,31,83,21,4,79,B+
S11235,7.17,0,7.51,17,13,25,67,13,2,68,B
S11236,6.03,0,7.38,16,16,26,76,16,2,74,B
S11237,5.19,0,5.53,16,17,27,95,21,4,81,B+
S11238,6.98,0,5.85,16,15,30,75,16,2,77,B+
S11239,7.31,0,5.04,13,11,23,72,20,3,67,B
S11240,7.88,3,6.28,11,12,18,82,21,4,62,C+
S11241,8.19,1,8.26,12,11,27,75,18,4,68,B
S11242,8.59,0,6.98,15,12,26,65,19,4,72,B
S11243,5.77,0,8.19,17,13,26,72,18,4,74,B
S11244,7.37,2,5.82,19,12,29,74,17,3,77,B+
S11245,5.52,0,8.79,17,16,29,84,21,4,83,B+
S11246,7.71,0,6.5,16,17,29,86,23,4,85,A
S11247,8.14,0,5.95,16,17,24,78,14,3,71,B
S11248,5.46,1,6.35,14,14,28,85,21,4,77,B+
S11249,6.23,0,7.34,12,18,28,90,22,5,80,B+
S11250,4.68,0,6.35,16,17,23,79,19,3,75,B+
S11251,6.9,0,4.25,15,18,31,62,17,4,81,B+
S11252,6.52,0,7.61,16,12,25,71,18,3,71,B
S11253,6.17,1,6.92,16,12,29,76,21,4,78,B+
S11254,7.36,0,6.82,14,15,30,83,20,4,79,B+
S11255,5.97,0,8.76,18,14,29,76,15,2,76,B+
S11256,6.89,0,7.66,13,12,23,71,18,4,66,B
S11257,8.88,0,7.5,13,14,29,66,17,3,73,B
S11258,4.48,0,6.08,15,14,32,71,18,4,79,B+
S11259,8.16,0,4.96,17,16,21,73,19,4,73,B
S11260,6.72,0,6.51,17,13,27,82,21,4,78,B+
S11261,5.94,0,3.88,18,14,29,80,19,4,80,B+
S11262,5.95,1,6.81,12,18,26,72,17,3,73,B
S11263,7.86,0,6.66,19,16,27,96,22,4,84,B+
S11264,6.3,0,7.74,13,16,24,79,22,4,75,B+
S11265,6.57,0,8.52,15,14,27,75,19,4,75,B+
S11266,7.45,1,6.29,16,14,24,79,22,5,76,B+
S11267,5.82,0,8.14,13,19,29,92,19,3,80,B+
S11268,7.9,0,6.61,14,16,21,79,21,3,72,B
S11269,5.84,3,6.47,9,9,23,68,18,4,59,C+
S11270,5.71,1,5.8,15,15,23,86,20,4,73,B
S11271,5.43,2,9.12,15,12,25,68,20,5,72,B
S11272,4.73,0,7.09,16,13,28,86,21,4,78,B+
S11273,4.85,0,5.63,14,15,22,82,18,3,69,B
S11274,8.32,0,6.51,16,15,26,81,17,3,74,B
S11275,6.85,1,7.3,15,16,23,71,22,5,76,B+
S11276,4.22,1,8.01,16,11,20,74,22,5,69,B
S11277,8.15,0,8.01,17,15,24,81,19,3,75,B+
S11278,6.22,1,7.63,17,15,21,73,19,3,72,B
S11279,5.38,3,6.37,10,9,20,79,19,4,58,C+
S11280,5.99,2,6.89,13,13,24,82,23,5,73,B
S11281,7.36,0,5.39,16,12,28,70,17,3,73,B
S11282,7.43,0,7.21,16,13,29,87,20,4,78,B+
S11283,7.0,0,6.73,15,15,30,80,21,5,81,B+
S11284,6.22,0,7.22,13,18,32,87,24,5,87,A
S11285,7.57,0,5.93,16,15,24,66,14,2,69,B
S11286,7.62,1,5.94,16,13,27,71,18,4,74,B
S11287,8.19,0,8.82,12,18,31,77,19,4,80,B+
S11288,7.69,0,7.52,13,11,24,89,21,3,69,B
S11289,6.68,0,7.96,16,13,31,87,18,4,78,B+
S11290,5.34,1,7.38,14,13,26,79,19,4,72,B
S11291,8.29,0,5.79,13,12,27,62,14,4,66,B
S11292,6.99,0,5.65,14,12,22,74,23,5,71,B
S11293,7.07,0,5.85,17,14,29,81,20,4,80,B+
S11294,6.95,0,7.19,16,13,25,81,21,5,75,B+
S11295,5.0,0,6.62,12,10,20,84,22,4,64,C+
S11296,5.6,1,6.04,11,15,23,55,18,4,67,B
S11297,8.39,0,6.19,13,16,29,75,21,4,79,B+
S11298,5.3,0,6.7,16,15,29,72,20,4,80,B+
S11299,5.98,1,6.46,12,13,22,76,22,4,69,B
S11300,6.07,2,7.54,9,12,23,78,23,5,67,B
S11301,5.05,0,6.56,12,12,29,71,19,4,72,B
S11302,8.56,0,4.37,14,15,26,90,22,4,77,B+
S11303,8.09,1,5.96,15,12,26,94,18,3,71,B
S11304,6.41,0,5.42,11,13,27,88,22,4,73,B
S11305,6.64,0,6.35,18,13,25,74,17,4,73,B
S11306,7.05,1,6.52,15,12,22,90,21,3,70,B
S11307,5.77,0,6.97,15,13,24,73,19,5,71,B
S11308,7.31,0,7.62,10,19,24,87,23,5,76,B+
S11309,6.57,0,6.35,16,17,19,66,19,4,71,B
S11310,7.77,0,6.24,13,14,34,89,20,4,81,B+
S11311,5.06,0,5.43,17,14,24,83,21,5,76,B+
S11312,8.42,1,4.02,16,14,22,68,20,4,72,B
S11313,5.41,0,7.19,20,16,30,86,23,5,89,A
S11314,7.82,0,7.68,14,14,33,58,18,4,79,B+
S11315,6.21,1,7.58,17,16,28,80,22,4,83,B+
S11316,5.56,1,7.18,16,15,27,87,22,3,80,B+
S11317,6.38,2,7.57,14,11,21,83,20,4,66,B
S11318,6.26,0,6.6,15,14,29,84,21,5,79,B+
S11319,7.89,0,5.73,18,15,22,88,18,4,73,B
S11320,6.68,0,5.78,17,14,30,92,23,5,84,B+
S11321,3.41,0,7.87,14,12,28,73,19,4,73,B
S11322,7.98,0,6.57,16,12,24,75,19,4,71,B
S11323,6.52,0,6.93,15,16,30,81,19,4,80,B+
S11324,7.87,0,6.27,15,16,23,94,19,2,73,B
S11325,6.52,1,6.98,15,12,25,71,18,4,70,B
S11326,7.05,1,8.59,14,17,23,75,18,4,72,B
S11327,6.59,0,6.39,17,14,25,67,17,4,73,B
S11328,8.12,2,7.96,14,8,22,89,19,3,63,C+
S11329,6.73,0,5.61,15,14,26,80,20,4,75,B+
S11330,7.96,0,6.3,12,16,33,72,16,3,77,B+
S11331,5.4,0,6.29,13,16,24,72,18,5,71,B
S11332,5.12,1,5.88,15,17,27,92,21,4,80,B+
S11333,5.29,0,6.91,18,15,29,85,16,3,78,B+
S11334,6.51,0,7.96,16,20,28,87,19,4,83,B+
S11335,7.76,0,5.8,14,16,27,79,17,4,74,B
S11336,7.04,1,7.86,15,13,29,72,20,4,77,B+
S11337,7.84,3,4.83,12,7,22,92,24,4,65,B
S11338,8.32,0,6.43,16,14,28,83,24,5,82,B+
S11339,7.67,0,6.73,14,13,23,95,24,4,74,B
S11340,6.53,0,5.14,15,12,28,83,20,4,75,B+
S11341,5.31,0,9.1,15,12,25,83,19,3,71,B
S11342,6.3,0,7.69,17,17,29,67,14,2,77,B+
S11343,7.24,0,6.85,16,18,29,84,21,5,84,B+
S11344,4.3,0,6.83,16,17,24,71,16,3,73,B
S11345,5.91,1,5.81,12,15,29,92,21,5,77,B+
S11346,7.17,3,5.21,10,9,25,68,18,4,62,C+
S11347,5.8,0,6.83,17,16,20,73,19,4,72,B
S11348,9.35,0,6.88,13,15,21,72,18,4,67,B
S11349,6.51,0,7.08,15,13,32,83,18,3,78,B+
S11350,6.51,0,6.04,18,14,22,79,18,3,72,B
S11351,7.52,0,6.05,17,17,27,85,21,4,82,B+
S11352,7.27,0,6.72,14,17,27,82,17,2,75,B+
S11353,6.14,0,8.47,13,17,29,75,23,5,82,B+
S11354,6.29,0,7.38,14,17,29,76,17,2,77,B+
S11355,5.7,1,6.52,14,15,23,72,21,5,73,B
S11356,5.67,0,6.17,18,16,27,90,23,5,84,B+
S11357,8.31,0,8.67,16,11,26,84,22,4,75,B+
S11358,7.93,0,8.06,12,18,21,93,25,5,76,B+
S11359,7.07,1,5.81,13,12,31,81,21,5,77,B+
S11360,7.21,0,8.21,13,13,31,90,24,5,81,B+
S11361,5.13,2,6.16,13,14,26,89,19,4,72,B
S11362,5.19,0,7.11,15,14,29,87,22,4,80,B+
S11363,4.7,3,8.05,9,5,26,61,17,4,57,C+
S11364,7.88,0,5.87,16,17,26,88,19,3,78,B+
S11365,7.55,0,7.22,13,15,27,82,21,4,76,B+
S11366,6.59,0,7.17,13,15,27,76,16,4,71,B
S11367,7.07,0,8.42,17,16,26,70,19,4,78,B+
S11368,6.63,3,5.49,12,10,19,74,21,4,62,C+
S11369,7.41,1,6.59,13,11,27,79,15,3,66,B
S11370,7.16,0,7.98,15,16,25,82,20,4,76,B+
S11371,5.48,0,8.27,13,15,29,93,20,3,77,B+
S11372,6.33,1,5.8,11,12,28,90,21,4,72,B
S11373,4.53,1,5.67,12,14,24,74,19,4,69,B
S11374,5.52,0,6.78,13,16,28,54,18,5,75,B+
S11375,7.33,0,6.23,13,15,29,82,17,3,74,B
S11376,5.53,0,5.53,16,15,26,85,22,5,79,B+
S11377,6.48,0,6.81,14,14,27,93,16,2,71,B
S11378,5.61,0,7.18,12,17,23,69,16,3,68,B
S11379,7.63,0,4.78,15,15,22,93,17,3,69,B
S11380,4.46,0,6.43,16,13,24,81,19,4,72,B
S11381,6.04,1,5.76,14,13,29,91,24,4,80,B+
S11382,6.61,0,6.78,17,15,27,81,19,3,78,B+
S11383,6.11,1,7.29,14,11,24,72,22,5,71,B
S11384,8.23,0,6.58,17,15,30,85,23,4,85,A
S11385,4.97,0,6.78,13,13,26,74,19,4,71,B
S11386,5.17,0,7.45,17,13,18,83,19,4,67,B
S11387,6.99,1,8.76,15,15,28,87,22,4,80,B+
S11388,5.47,0,5.23,15,16,24,83,18,3,73,B
S11389,7.23,0,5.36,13,15,24,70,13,3,65,B
S11390,4.78,0,8.45,19,13,23,71,22,5,77,B+
S11391,6.35,0,7.94,14,16,26,83,21,3,77,B+
S11392,8.86,0,7.98,11,19,27,68,17,4,74,B
S11393,6.45,1,8.07,17,17,30,98,25,5,89,A
S11394,6.28,1,6.88,15,15,28,80,21,4,79,B+
S11395,6.66,0,6.59,13,15,24,73,21,4,73,B
S11396,7.0,1,8.95,16,15,23,69,16,4,70,B
S11397,6.16,0,5.57,17,19,27,90,21,4,84,B+
S11398,7.2,0,6.43,16,11,30,73,15,3,72,B
S11399,7.14,0,7.41,14,15,26,80,19,3,74,B
S11400,5.72,0,6.55,17,10,27,97,22,3,76,B+
S11401,6.85,0,6.15,12,17,27,70,15,4,71,B
S11402,5.9,0,5.27,13,14,29,96,24,4,80,B+
S11403,9.11,0,6.35,15,11,27,78,17,3,70,B
S11404,7.87,0,7.35,13,17,29,94,21,3,80,B+
S11405,8.09,0,6.3,15,16,32,84,23,4,86,A
S11406,6.64,0,4.76,13,15,27,77,22,5,77,B+
S11407,6.1,0,8.27,11,19,26,72,20,4,76,B+
S11408,7.66,0,5.97,10,13,29,91,21,4,73,B
S11409,8.93,1,6.91,15,16,32,66,18,4,81,B+
S11410,5.42,1,5.95,15,12,26,75,20,4,73,B
S11411,6.37,1,7.38,16,15,23,76,18,4,72,B
S11412,6.94,0,6.83,15,16,23,85,19,4,73,B
S11413,5.53,1,7.63,13,15,25,62,12,2,65,B
S11414,5.26,1,7.04,14,13,26,85,15,2,68,B
S11415,7.43,0,6.4,17,17,29,70,16,3,79,B+
S11416,7.72,0,6.32,16,15,26,81,20,4,77,B+
S11417,6.26,0,7.98,16,15,26,79,22,3,79,B+
S11418,5.39,0,7.06,17,15,30,86,21,4,83,B+
S11419,7.85,0,8.57,15,15,28,76,17,3,75,B+
S11420,6.82,0,8.13,16,15,25,83,22,4,78,B+
S11421,6.89,2,7.29,14,13,26,67,13,2,66,B
S11422,6.04,0,5.0,17,14,28,92,22,4,81,B+
S11423,6.47,0,7.5,16,16,29,70,15,3,76,B+
S11424,4.68,1,5.66,17,15,31,88,19,3,82,B+
S11425,5.5,0,6.54,14,13,28,92,15,2,70,B
S11426,6.41,0,5.88,15,13,27,87,22,4,77,B+
S11427,6.78,0,8.72,17,18,30,82,19,4,84,B+
S11428,6.41,0,8.45,13,16,25,79,15,2,69,B
S11429,6.59,1,8.18,12,10,28,99,22,4,72,B
S11430,6.32,1,6.23,12,11,26,84,14,2,63,C+
S11431,6.08,0,6.83,15,15,26,82,23,4,79,B+
S11432,7.1,0,5.74,16,15,26,91,22,4,79,B+
S11433,4.61,0,6.06,16,14,29,87,22,4,81,B+
S11434,6.3,0,5.22,18,15,25,79,19,4,77,B+
S11435,7.74,0,6.42,13,16,25,68,17,4,71,B
S11436,6.55,0,7.5,18,14,30,72,21,4,83,B+
S11437,6.09,0,7.49,17,16,25,69,16,3,74,B
S11438,7.26,1,7.9,14,18,27,89,21,4,80,B+
S11439,5.18,0,5.47,16,14,27,69,17,4,74,B
S11440,6.45,0,6.51,16,14,28,76,19,4,77,B+
S11441,5.79,0,5.28,16,11,24,60,19,5,70,B
S11442,6.95,0,6.3,15,15,25,63,20,5,75,B+
S11443,9.11,1,6.47,13,13,26,79,18,4,70,B
S11444,8.39,0,5.26,13,16,25,77,15,2,69,B
S11445,7.34,0,7.08,13,14,32,93,22,4,81,B+
S11446,6.57,0,6.84,16,15,29,78,21,4,81,B+
S11447,6.52,1,4.05,15,13,26,83,22,4,76,B+
S11448,7.27,0,7.28,13,15,19,84,23,5,70,B
S11449,6.99,2,9.06,11,12,24,83,18,4,65,B
S11450,6.62,0,6.46,11,18,24,82,19,4,72,B
S11451,6.77,0,6.61,14,15,25,90,23,5,77,B+
S11452,5.77,0,5.27,13,11,26,84,22,4,72,B
S11453,7.19,0,6.02,14,10,32,84,19,4,75,B+
S11454,6.63,0,6.95,12,17,29,75,22,5,80,B+
S11455,4.62,0,5.35,16,17,31,84,22,5,86,A
S11456,9.32,2,8.51,12,12,27,67,19,4,70,B
S11457,5.5,0,7.76,14,15,29,82,24,5,82,B+
S11458,4.37,0,6.8,14,17,29,91,25,5,85,A
S11459,6.39,0,7.57,10,12,26,89,22,4,70,B
S11460,8.59,0,8.35,14,15,21,81,18,4,68,B
S11461,7.95,0,5.95,13,16,28,84,17,3,74,B
S11462,5.82,0,7.01,19,15,26,76,17,4,77,B+
S11463,6.78,0,7.46,13,18,35,81,20,4,86,A
S11464,6.26,0,8.81,11,11,30,78,23,5,75,B+
S11465,5.6,0,6.4,15,14,28,78,24,5,81,B+
S11466,6.3,0,4.56,14,16,26,83,18,3,74,B
S11467,6.29,0,7.12,13,16,28,85,21,4,78,B+
S11468,8.24,2,6.52,12,14,31,95,22,3,79,B+
S11469,9.53,2,6.39,14,10,31,79,18,4,73,B
S11470,7.65,0,6.47,17,15,22,90,20,3,74,B
S11471,4.44,0,6.29,16,14,23,70,21,4,74,B
S11472,6.66,0,7.1,13,15,29,84,16,2,73,B
S11473,5.71,0,6.45,16,17,25,94,21,4,79,B+
S11474,7.14,1,6.02,11,13,27,73,21,4,72,B
S11475,5.17,0,6.56,14,15,30,84,20,5,79,B+
S11476,6.07,1,5.47,12,16,32,83,22,4,82,B+
S11477,7.49,0,6.58,13,14,33,98,18,3,78,B+
S11478,4.69,0,5.7,18,19,31,75,17,3,85,A
S11479,7.11,0,6.31,15,13,19,69,15,3,62,C+
S11480,6.39,2,6.59,10,13,20,86,22,5,65,B
S11481,4.67,0,5.77,13,16,22,72,18,4,69,B
S11482,7.14,3,7.68,10,10,18,81,19,3,57,C+
S11483,6.59,0,5.92,14,16,28,76,20,4,78,B+
S11484,6.39,0,8.97,13,18,27,90,21,4,79,B+
S11485,6.38,0,5.95,13,15,27,76,17,2,72,B
S11486,5.18,0,7.03,14,13,30,70,17,4,74,B
S11487,5.25,2,5.82,12,12,23,82,22,5,69,B
S11488,4.21,0,6.83,14,16,26,87,19,3,75,B+
S11489,5.0,0,8.44,18,16,25,74,19,4,78,B+
S11490,6.09,0,8.82,13,12,25,69,17,3,67,B
S11491,6.79,0,8.3,14,18,25,81,22,5,79,B+
S11492,6.19,0,6.57,14,15,30,80,19,4,78,B+
S11493,5.64,3,5.63,13,11,24,68,18,4,66,B
S11494,7.37,1,6.17,14,18,23,81,22,5,77,B+
S11495,7.4,0,6.64,14,15,30,97,20,3,79,B+
S11496,7.92,1,7.49,16,10,28,75,14,3,68,B
S11497,2.75,1,6.14,14,13,29,76,20,4,76,B+
S11498,9.03,3,7.11,11,10,24,78,17,4,62,C+
S11499,6.7,2,6.51,12,11,25,76,23,4,71,B
S11500,6.17,0,7.86,14,17,31,75,16,4,78,B+
S11501,5.0,0,7.03,18,16,31,67,19,3,84,B+
S11502,6.38,0,5.76,16,13,31,76,23,5,83,B+
S11503,6.07,0,6.33,15,13,29,88,22,4,79,B+
S11504,7.76,0,7.19,12,12,30,82,19,4,73,B
S11505,4.82,0,7.78,15,15,27,63,17,4,74,B
S11506,5.12,0,4.52,18,20,25,52,14,2,77,B+
S11507,5.56,2,7.08,14,15,23,92,16,3,68,B
S11508,6.74,2,7.58,14,12,23,72,17,3,66,B
S11509,5.97,0,8.11,14,15,30,71,21,5,80,B+
S11510,7.55,0,7.5,18,12,21,65,16,4,67,B
S11511,6.9,0,5.35,15,15,29,70,20,5,79,B+
S11512,7.45,0,7.01,14,12,23,82,19,3,68,B
S11513,6.52,0,7.21,13,15,25,97,25,5,78,B+
S11514,5.98,0,5.35,16,18,28,75,19,4,81,B+
S11515,3.51,0,6.99,18,16,25,79,23,4,82,B+
S11516,5.21,0,6.67,19,15,30,86,22,3,86,A
S11517,6.32,0,8.86,15,15,23,76,12,2,65,B
S11518,7.85,1,7.34,14,8,26,74,20,4,68,B
S11519,4.42,0,6.59,16,13,26,86,17,2,72,B
S11520,5.88,0,6.56,14,14,30,73,13,2,71,B
S11521,5.85,1,8.17,12,15,27,77,20,4,74,B
S11522,7.78,1,7.72,9,13,28,84,22,4,72,B
S11523,7.33,2,6.54,10,11,26,86,21,4,68,B
S11524,4.12,1,5.92,16,14,27,65,18,4,75,B+
S11525,6.0,0,7.27,15,19,25,86,23,4,82,B+
S11526,7.38,0,7.51,14,12,27,73,19,4,72,B
S11527,7.93,0,7.84,16,12,29,83,21,4,78,B+
S11528,5.39,0,5.72,14,15,25,76,20,5,74,B
S11529,6.51,0,5.55,14,20,29,70,16,3,79,B+
S11530,8.46,2,6.34,12,12,25,79,21,4,70,B
S11531,6.81,0,6.43,14,15,27,90,21,4,77,B+
S11532,6.57,0,6.84,16,10,28,89,24,4,78,B+
S11533,7.53,0,6.94,19,16,24,82,20,4,79,B+
S11534,6.49,3,5.56,13,9,25,99,23,4,70,B
S11535,6.94,1,8.0,14,16,23,81,17,3,70,B
S11536,6.1,0,7.83,17,15,28,72,21,4,81,B+
S11537,5.74,0,8.37,15,14,32,68,14,3,75,B+
S11538,6.32,1,6.21,13,12,25,79,16,4,66,B
S11539,8.13,0,7.59,17,14,28,78,18,3,77,B+
S11540,8.62,1,7.91,12,11,22,68,19,4,64,C+
S11541,6.1,1,4.79,13,14,26,90,19,3,72,B
S11542,5.22,0,8.46,15,15,24,80,24,4,78,B+
S11543,6.12,0,6.02,18,14,29,71,18,3,79,B+
S11544,4.03,0,4.77,18,18,27,91,20,4,83,B+
